"id" "title" "nr_solutions" "url"
464 " Möbius function and intervals" 155 " https://projecteuler.net/problem=464"
422 " Sequence of points on a hyperbola" 158 " https://projecteuler.net/problem=422"
414 " Kaprekar constant" 162 " https://projecteuler.net/problem=414"
446 " Retractions B" 165 " https://projecteuler.net/problem=446"
440 " GCD and Tiling" 170 " https://projecteuler.net/problem=440"
397 " Triangle on parabola" 171 " https://projecteuler.net/problem=397"
445 " Retractions A" 174 " https://projecteuler.net/problem=445"
474 " Last digits of divisors" 175 " https://projecteuler.net/problem=474"
376 " Nontransitive sets of dice" 181 " https://projecteuler.net/problem=376"
344 " Silver dollar game" 182 " https://projecteuler.net/problem=344"
385 " Ellipses inside triangles" 184 " https://projecteuler.net/problem=385"
441 " The inverse summation of coprime couples" 184 " https://projecteuler.net/problem=441"
391 " Hopping Game" 190 " https://projecteuler.net/problem=391"
475 " Music festival" 194 " https://projecteuler.net/problem=475"
361 " Subsequence of Thue-Morse sequence" 196 " https://projecteuler.net/problem=361"
497 " Drunken Tower of Hanoi" 197 " https://projecteuler.net/problem=497"
402 " Integer-valued polynomials" 200 " https://projecteuler.net/problem=402"
404 " Crisscross Ellipses" 201 " https://projecteuler.net/problem=404"
403 " Lattice points enclosed by parabola and line" 202 " https://projecteuler.net/problem=403"
406 " Guessing Game" 204 " https://projecteuler.net/problem=406"
467 " Superinteger" 204 " https://projecteuler.net/problem=467"
424 " Kakuro" 207 " https://projecteuler.net/problem=424"
460 " An ant on the move" 208 " https://projecteuler.net/problem=460"
338 " Cutting Rectangular Grid Paper" 209 " https://projecteuler.net/problem=338"
434 " Rigid graphs" 209 " https://projecteuler.net/problem=434"
442 " Eleven-free integers" 209 " https://projecteuler.net/problem=442"
423 " Consecutive die throws" 213 " https://projecteuler.net/problem=423"
382 " Generating polygons" 217 " https://projecteuler.net/problem=382"
398 " Cutting rope" 217 " https://projecteuler.net/problem=398"
331 " Cross flips" 220 " https://projecteuler.net/problem=331"
413 " One-child Numbers" 223 " https://projecteuler.net/problem=413"
384 " Rudin-Shapiro sequence" 227 " https://projecteuler.net/problem=384"
432 " Totient sum" 227 " https://projecteuler.net/problem=432"
373 " Circumscribed Circles" 231 " https://projecteuler.net/problem=373"
420 " 2x2 positive integer matrix" 232 " https://projecteuler.net/problem=420"
328 " Lowest-cost Search" 237 " https://projecteuler.net/problem=328"
436 " Unfair wager" 238 " https://projecteuler.net/problem=436"
476 " Circle Packing II" 238 " https://projecteuler.net/problem=476"
319 " Bounded Sequences" 245 " https://projecteuler.net/problem=319"
454 " Diophantine reciprocals III" 247 " https://projecteuler.net/problem=454"
354 " Distances in a bee's honeycomb" 251 " https://projecteuler.net/problem=354"
412 " Gnomon numbering" 251 " https://projecteuler.net/problem=412"
456 " Triangles containing the origin II" 251 " https://projecteuler.net/problem=456"
433 " Steps in Euclid's algorithm" 253 " https://projecteuler.net/problem=433"
480 " The Last Question" 253 " https://projecteuler.net/problem=480"
487 " Sums of power sums" 253 " https://projecteuler.net/problem=487"
452 " Long Products" 259 " https://projecteuler.net/problem=452"
409 " Nim Extreme" 260 " https://projecteuler.net/problem=409"
372 " Pencils of rays" 265 " https://projecteuler.net/problem=372"
400 " Fibonacci tree game" 269 " https://projecteuler.net/problem=400"
350 " Constraining the least greatest and the greatest least" 273 " https://projecteuler.net/problem=350"
379 " Least common multiple count" 275 " https://projecteuler.net/problem=379"
353 " Risky moon" 277 " https://projecteuler.net/problem=353"
362 " Squarefree factors" 279 " https://projecteuler.net/problem=362"
322 " Binomial coefficients divisible by 10" 282 " https://projecteuler.net/problem=322"
419 " Look and say sequence" 284 " https://projecteuler.net/problem=419"
311 " Biclinic Integral Quadrilaterals" 285 " https://projecteuler.net/problem=311"
334 " Spilling the beans" 288 " https://projecteuler.net/problem=334"
367 " Bozo sort" 291 " https://projecteuler.net/problem=367"
369 " Badugi" 291 " https://projecteuler.net/problem=369"
421 " Prime factors of n 15 +1" 299 " https://projecteuler.net/problem=421"
383 " Divisibility comparison between factorials" 300 " https://projecteuler.net/problem=383"
408 " Admissible paths through a grid" 301 " https://projecteuler.net/problem=408"
337 " Totient Stairstep Sequences" 307 " https://projecteuler.net/problem=337"
431 " Square Space Silo" 309 " https://projecteuler.net/problem=431"
394 " Eating pie" 311 " https://projecteuler.net/problem=394"
455 " Powers With Trailing Digits" 311 " https://projecteuler.net/problem=455"
335 " Gathering the beans" 315 " https://projecteuler.net/problem=335"
326 " Modulo Summations" 317 " https://projecteuler.net/problem=326"
411 " Uphill paths" 317 " https://projecteuler.net/problem=411"
388 " Distinct Lines" 318 " https://projecteuler.net/problem=388"
355 " Maximal coprime subset" 319 " https://projecteuler.net/problem=355"
330 " Euler's Number" 320 " https://projecteuler.net/problem=330"
314 " The Mouse on the Moon" 322 " https://projecteuler.net/problem=314"
289 " Eulerian Cycles" 323 " https://projecteuler.net/problem=289"
370 " Geometric triangles" 323 " https://projecteuler.net/problem=370"
295 " Lenticular holes" 324 " https://projecteuler.net/problem=295"
399 " Squarefree Fibonacci Numbers" 325 " https://projecteuler.net/problem=399"
380 " Amazing Mazes!" 327 " https://projecteuler.net/problem=380"
396 " Weak Goodstein sequence" 327 " https://projecteuler.net/problem=396"
405 " A rectangular tiling" 328 " https://projecteuler.net/problem=405"
356 " Largest roots of cubic polynomials" 331 " https://projecteuler.net/problem=356"
457 " A polynomial modulo the square of a prime" 331 " https://projecteuler.net/problem=457"
366 " Stone Game III" 333 " https://projecteuler.net/problem=366"
392 " Enmeshed unit circle" 333 " https://projecteuler.net/problem=392"
368 " A Kempner-like series" 339 " https://projecteuler.net/problem=368"
469 " Empty chairs" 342 " https://projecteuler.net/problem=469"
339 " Peredur fab Efrawg" 349 " https://projecteuler.net/problem=339"
418 " Factorisation triples" 349 " https://projecteuler.net/problem=418"
437 " Fibonacci primitive roots" 349 " https://projecteuler.net/problem=437"
458 " Permutations of Project" 350 " https://projecteuler.net/problem=458"
325 " Stone Game II" 352 " https://projecteuler.net/problem=325"
332 " Spherical triangles" 354 " https://projecteuler.net/problem=332"
352 " Blood tests" 359 " https://projecteuler.net/problem=352"
374 " Maximum Integer Partition Product" 359 " https://projecteuler.net/problem=374"
473 " Phigital number base" 364 " https://projecteuler.net/problem=473"
296 " Angular Bisector and Tangent" 371 " https://projecteuler.net/problem=296"
264 " Triangle Centres" 377 " https://projecteuler.net/problem=264"
377 " Sum of digits experience 13" 378 " https://projecteuler.net/problem=377"
395 " Pythagorean tree" 379 " https://projecteuler.net/problem=395"
364 " Comfortable distance" 381 " https://projecteuler.net/problem=364"
292 " Pythagorean Polygons" 383 " https://projecteuler.net/problem=292"
390 " Triangles with non rational sides and integral area" 387 " https://projecteuler.net/problem=390"
360 " Scary Sphere" 389 " https://projecteuler.net/problem=360"
316 " Numbers in decimal expansions" 393 " https://projecteuler.net/problem=316"
386 " Maximum length of an antichain" 393 " https://projecteuler.net/problem=386"
378 " Triangle Triples" 396 " https://projecteuler.net/problem=378"
275 " Balanced Sculptures" 397 " https://projecteuler.net/problem=275"
417 " Reciprocal cycles II" 398 " https://projecteuler.net/problem=417"
324 " Building a tower" 401 " https://projecteuler.net/problem=324"
305 " Reflexive Position" 402 " https://projecteuler.net/problem=305"
299 " Three similar triangles" 413 " https://projecteuler.net/problem=299"
435 " Polynomials of Fibonacci numbers" 414 " https://projecteuler.net/problem=435"
443 " GCD sequence" 417 " https://projecteuler.net/problem=443"
393 " Migrating ants" 418 " https://projecteuler.net/problem=393"
449 " Chocolate covered candy" 420 " https://projecteuler.net/problem=449"
485 " Maximum number of divisors" 423 " https://projecteuler.net/problem=485"
298 " Selective Amnesia" 425 " https://projecteuler.net/problem=298"
257 " Angular Bisectors" 426 " https://projecteuler.net/problem=257"
279 " Triangles with integral sides and an integral angle" 427 " https://projecteuler.net/problem=279"
261 " Pivotal Square Sums" 429 " https://projecteuler.net/problem=261"
269 " Polynomials with at least one integer root" 431 " https://projecteuler.net/problem=269"
270 " Cutting Squares" 434 " https://projecteuler.net/problem=270"
463 " A weird recurrence relation" 434 " https://projecteuler.net/problem=463"
283 " Integer sided triangles for which the area/perimeter ratio is integral" 435 " https://projecteuler.net/problem=283"
302 " Strong Achilles Numbers" 436 " https://projecteuler.net/problem=302"
479 " Roots on the Rise" 441 " https://projecteuler.net/problem=479"
430 " Range flips" 445 " https://projecteuler.net/problem=430"
309 " Integer Ladders" 460 " https://projecteuler.net/problem=309"
342 " The totient of a square is a cube" 464 " https://projecteuler.net/problem=342"
256 " Tatami-Free Rooms" 467 " https://projecteuler.net/problem=256"
262 " Mountain Range" 471 " https://projecteuler.net/problem=262"
375 " Minimum of subsequences" 472 " https://projecteuler.net/problem=375"
340 " Crazy Function" 477 " https://projecteuler.net/problem=340"
320 " Factorials divisible by a huge integer" 482 " https://projecteuler.net/problem=320"
308 " An amazing Prime-generating Automaton" 483 " https://projecteuler.net/problem=308"
312 " Cyclic paths on Sierpiński graphs" 499 " https://projecteuler.net/problem=312"
246 " Tangents to an ellipse" 510 " https://projecteuler.net/problem=246"
461 " Almost Pi" 510 " https://projecteuler.net/problem=461"
294 " Sum of digits - experience #23" 511 " https://projecteuler.net/problem=294"
245 " Coresilience" 520 " https://projecteuler.net/problem=245"
318 " 2011 nines" 522 " https://projecteuler.net/problem=318"
341 " Golomb's self-describing sequence" 538 " https://projecteuler.net/problem=341"
451 "Modular inverses" 543 "https://projecteuler.net/problem=451"
281 " Pizza Toppings" 547 " https://projecteuler.net/problem=281"
363 " Bézier Curves" 547 " https://projecteuler.net/problem=363"
272 " Modular Cubes part 2" 558 " https://projecteuler.net/problem=272"
252 " Convex Holes" 563 " https://projecteuler.net/problem=252"
241 " Perfection Quotients" 569 " https://projecteuler.net/problem=241"
310 " Nim Square" 581 " https://projecteuler.net/problem=310"
255 " Rounded Square Roots" 587 " https://projecteuler.net/problem=255"
278 " Linear Combinations of Semiprimes" 598 " https://projecteuler.net/problem=278"
491 " Double pandigital number divisible by 11" 600 " https://projecteuler.net/problem=491"
290 " Digital Signature" 610 " https://projecteuler.net/problem=290"
333 " Special partitions" 614 " https://projecteuler.net/problem=333"
254 " Sums of Digit Factorials" 615 " https://projecteuler.net/problem=254"
236 " Luxury Hampers" 616 " https://projecteuler.net/problem=236"
282 " The Ackermann function" 617 " https://projecteuler.net/problem=282"
365 " A huge binomial coefficient" 624 " https://projecteuler.net/problem=365"
280 " Ant and seeds" 637 " https://projecteuler.net/problem=280"
238 " Infinite string tour" 639 " https://projecteuler.net/problem=238"
425 " Prime connection" 640 " https://projecteuler.net/problem=425"
198 " Ambiguous Numbers" 644 " https://projecteuler.net/problem=198"
253 " Tidying up" 649 " https://projecteuler.net/problem=253"
300 " Protein folding" 651 " https://projecteuler.net/problem=300"
327 " Rooms of Doom" 665 " https://projecteuler.net/problem=327"
306 " Paper-strip Game" 670 " https://projecteuler.net/problem=306"
263 " An engineers' dream come true" 674 " https://projecteuler.net/problem=263"
242 " Odd Triplets" 675 " https://projecteuler.net/problem=242"
276 " Primitive Triangles" 679 " https://projecteuler.net/problem=276"
359 " Hilbert's New Hotel" 722 " https://projecteuler.net/problem=359"
285 " Pythagorean odds" 742 " https://projecteuler.net/problem=285"
224 " Almost right-angled triangles II" 747 " https://projecteuler.net/problem=224"
177 " Integer angled Quadrilaterals" 752 " https://projecteuler.net/problem=177"
313 " Sliding game" 760 " https://projecteuler.net/problem=313"
371 " Licence plates" 762 " https://projecteuler.net/problem=371"
389 " Platonic Dice" 769 " https://projecteuler.net/problem=389"
291 " Panaitopol Primes" 774 " https://projecteuler.net/problem=291"
288 " An enormous factorial" 780 " https://projecteuler.net/problem=288"
195 " Inscribed circles of triangles with one angle of 60 degrees" 784 " https://projecteuler.net/problem=195"
358 " Cyclic numbers" 796 " https://projecteuler.net/problem=358"
248 " Numbers for which Euler’s totient function equals 13!" 800 " https://projecteuler.net/problem=248"
343 " Fractional Sequences" 806 " https://projecteuler.net/problem=343"
284 " Steady Squares" 808 " https://projecteuler.net/problem=284"
194 " Coloured Configurations" 816 " https://projecteuler.net/problem=194"
251 "Cardano Triplets" 827 "https://projecteuler.net/problem=251"
260 " Stone Game" 828 " https://projecteuler.net/problem=260"
244 " Sliders" 831 " https://projecteuler.net/problem=244"
287 " Quadtree encoding (a simple compression algorithm)" 837 " https://projecteuler.net/problem=287"
273 " Sum of Squares" 842 " https://projecteuler.net/problem=273"
493 " Under The Rainbow" 860 " https://projecteuler.net/problem=493"
228 " Minkowski Sums" 874 " https://projecteuler.net/problem=228"
321 " Swapping Counters" 880 " https://projecteuler.net/problem=321"
407 " Idempotents" 882 " https://projecteuler.net/problem=407"
307 " Chip Defects" 883 " https://projecteuler.net/problem=307"
268 " Counting numbers with at least four distinct prime factors less than 100" 887 " https://projecteuler.net/problem=268"
212 " Combined Volume of Cuboids" 896 " https://projecteuler.net/problem=212"
258 " A lagged Fibonacci sequence" 898 " https://projecteuler.net/problem=258"
223 " Almost right-angled triangles I" 902 " https://projecteuler.net/problem=223"
336 " Maximix Arrangements" 912 " https://projecteuler.net/problem=336"
180 " Rational zeros of a function of three variables" 917 " https://projecteuler.net/problem=180"
192 " Best Approximations" 921 " https://projecteuler.net/problem=192"
229 " Four Representations using Squares" 928 " https://projecteuler.net/problem=229"
217 " Balanced Numbers" 929 " https://projecteuler.net/problem=217"
274 " Divisibility Multipliers" 945 " https://projecteuler.net/problem=274"
247 " Squares under a hyperbola" 946 " https://projecteuler.net/problem=247"
184 " Triangles containing the origin" 957 " https://projecteuler.net/problem=184"
259 " Reachable Numbers" 961 " https://projecteuler.net/problem=259"
429 " Sum of squares of unitary divisors" 978 " https://projecteuler.net/problem=429"
219 " Skew-cost coding" 981 " https://projecteuler.net/problem=219"
237 " Tours on a 4 x n playing board" 985 " https://projecteuler.net/problem=237"
167 " Investigating Ulam sequences" 1001 " https://projecteuler.net/problem=167"
349 " Langton's ant" 1015 " https://projecteuler.net/problem=349"
266 " Pseudo Square Root" 1056 " https://projecteuler.net/problem=266"
208 " Robot Walks" 1078 " https://projecteuler.net/problem=208"
210 " Obtuse Angled Triangles" 1079 " https://projecteuler.net/problem=210"
175 " Fractions involving the number of different ways a number can be expressed as a sum of powers of 2" 1087 " https://projecteuler.net/problem=175"
163 " Cross-hatched triangles" 1088 " https://projecteuler.net/problem=163"
199 " Iterative Circle Packing" 1104 " https://projecteuler.net/problem=199"
232 " The Race" 1110 " https://projecteuler.net/problem=232"
176 " Right-angled triangles that share a cathetus" 1150 " https://projecteuler.net/problem=176"
181 " Investigating in how many ways objects of two different colours can be grouped" 1154 " https://projecteuler.net/problem=181"
170 " Find the largest 0 to 9 pandigital that can be formed by concatenating products" 1158 " https://projecteuler.net/problem=170"
329 " Prime Frog" 1163 " https://projecteuler.net/problem=329"
226 " A Scoop of Blancmange" 1171 " https://projecteuler.net/problem=226"
239 " Twenty-two Foolish Primes" 1172 " https://projecteuler.net/problem=239"
304 " Primonacci" 1177 " https://projecteuler.net/problem=304"
401 "Sum of squares of divisors" 1180 "https://projecteuler.net/problem=401"
387 " Harshad Numbers" 1186 " https://projecteuler.net/problem=387"
161 " Triominoes" 1194 " https://projecteuler.net/problem=161"
189 " Tri-colouring a triangular grid" 1201 " https://projecteuler.net/problem=189"
351 "Hexagonal orchards" 1249 "https://projecteuler.net/problem=351"
233 " Lattice points on a circle" 1263 " https://projecteuler.net/problem=233"
286 " Scoring probabilities" 1280 " https://projecteuler.net/problem=286"
348 " Sum of a square and a cube" 1280 " https://projecteuler.net/problem=348"
221 " Alexandrian Integers" 1319 " https://projecteuler.net/problem=221"
227 " The Chase" 1329 " https://projecteuler.net/problem=227"
156 " Counting Digits" 1341 " https://projecteuler.net/problem=156"
222 " Sphere Packing" 1350 " https://projecteuler.net/problem=222"
201 "Subsets with a unique sum" 1366 "https://projecteuler.net/problem=201"
200 " Find the 200th prime-proof sqube containing the contiguous sub-string 200" 1378 " https://projecteuler.net/problem=200"
317 " Firecracker" 1415 " https://projecteuler.net/problem=317"
240 " Top Dice" 1431 " https://projecteuler.net/problem=240"
271 " Modular Cubes part 1" 1454 " https://projecteuler.net/problem=271"
315 " Digital root clocks" 1454 " https://projecteuler.net/problem=315"
213 " Flea Circus" 1458 " https://projecteuler.net/problem=213"
153 " Investigating Gaussian Integers" 1459 " https://projecteuler.net/problem=153"
152 " Writing 1/2 as a sum of inverse squares" 1479 " https://projecteuler.net/problem=152"
346 " Strong Repunits" 1484 " https://projecteuler.net/problem=346"
196 " Prime triplets" 1495 " https://projecteuler.net/problem=196"
143 " Investigating the Torricelli point of a triangle" 1502 " https://projecteuler.net/problem=143"
165 " Intersections" 1502 " https://projecteuler.net/problem=165"
154 " Exploring Pascal's pyramid" 1521 " https://projecteuler.net/problem=154"
157 " Solving the diophantine equation 1 /a+ 1 /b= p /10 n" 1534 " https://projecteuler.net/problem=157"
182 " RSA encryption" 1544 " https://projecteuler.net/problem=182"
293 " Pseudo-Fortunate Numbers" 1544 " https://projecteuler.net/problem=293"
220 " Heighway Dragon" 1548 " https://projecteuler.net/problem=220"
249 " Prime Subset Sums" 1556 " https://projecteuler.net/problem=249"
202 " Laserbeam" 1558 " https://projecteuler.net/problem=202"
168 " Number Rotations" 1589 " https://projecteuler.net/problem=168"
171 " Finding numbers for which the sum of the squares of the digits is a square" 1590 " https://projecteuler.net/problem=171"
209 " Circular Logic" 1612 " https://projecteuler.net/problem=209"
347 " Largest integer divisible by two primes" 1634 " https://projecteuler.net/problem=347"
147 " Rectangles in cross-hatched grids" 1664 " https://projecteuler.net/problem=147"
186 " Connectedness of a network" 1722 " https://projecteuler.net/problem=186"
297 " Zeckendorf Representation" 1747 " https://projecteuler.net/problem=297"
381 " (prime-k) factorial" 1754 " https://projecteuler.net/problem=381"
323 " Bitwise-OR operations on random integers" 1765 " https://projecteuler.net/problem=323"
250 " 250250" 1799 " https://projecteuler.net/problem=250"
185 " Number Mind" 1897 " https://projecteuler.net/problem=185"
277 " A Modified Collatz sequence" 1920 " https://projecteuler.net/problem=277"
193 " Squarefree Numbers" 1926 " https://projecteuler.net/problem=193"
230 " Fibonacci Words" 1938 " https://projecteuler.net/problem=230"
160 " Factorial trailing digits" 1953 " https://projecteuler.net/problem=160"
218 " Perfect right-angled triangles" 1953 " https://projecteuler.net/problem=218"
159 " Digital root sums of factorisations" 1957 " https://projecteuler.net/problem=159"
155 " Counting Capacitor Circuits" 2039 " https://projecteuler.net/problem=155"
178 " Step Numbers" 2072 " https://projecteuler.net/problem=178"
267 " Billionaire" 2102 " https://projecteuler.net/problem=267"
141 " Investigating progressive numbers n which are also square" 2159 " https://projecteuler.net/problem=141"
303 " Multiples with small digits" 2171 " https://projecteuler.net/problem=303"
158 " Exploring strings for which only one character comes lexicographically after its neighbour to the left" 2182 " https://projecteuler.net/problem=158"
234 " Semidivisible numbers" 2227 " https://projecteuler.net/problem=234"
345 " Matrix Sum" 2274 " https://projecteuler.net/problem=345"
150 " Searching a triangular array for a sub-triangle having minimum-sum" 2287 " https://projecteuler.net/problem=150"
172 " Investigating numbers with few repeated digits" 2291 " https://projecteuler.net/problem=172"
215 " Crack-free Walls" 2368 " https://projecteuler.net/problem=215"
166 " Criss Cross" 2440 " https://projecteuler.net/problem=166"
140 " Modified Fibonacci golden nuggets" 2459 " https://projecteuler.net/problem=140"
211 " Divisor Square Sum" 2527 " https://projecteuler.net/problem=211"
216 " Investigating the primality of numbers of the form 2n 2 -1" 2547 " https://projecteuler.net/problem=216"
126 " Cuboid layers" 2585 " https://projecteuler.net/problem=126"
190 " Maximising a weighted product" 2603 " https://projecteuler.net/problem=190"
265 " Binary Circles" 2686 " https://projecteuler.net/problem=265"
128 " Hexagonal tile differences" 2792 " https://projecteuler.net/problem=128"
357 " Prime generating integers" 2816 " https://projecteuler.net/problem=357"
225 " Tribonacci non-divisors" 2850 " https://projecteuler.net/problem=225"
149 " Searching for a maximum-sum subsequence" 2863 " https://projecteuler.net/problem=149"
146 " Investigating a Prime Pattern" 2945 " https://projecteuler.net/problem=146"
169 " Exploring the number of different ways a number can be expressed as a sum of powers of 2" 2976 " https://projecteuler.net/problem=169"
183 " Maximum product of parts" 3007 " https://projecteuler.net/problem=183"
301 "Nim" 3082 "https://projecteuler.net/problem=301"
148 " Exploring Pascal's triangle" 3092 " https://projecteuler.net/problem=148"
207 " Integer partition equations" 3106 " https://projecteuler.net/problem=207"
137 " Fibonacci golden nuggets" 3158 " https://projecteuler.net/problem=137"
151 "Paper sheets of standard sizes: an expected-value problem" 3213 "https://projecteuler.net/problem=151"
133 " Repunit nonfactors" 3228 " https://projecteuler.net/problem=133"
139 " Pythagorean tiles" 3260 " https://projecteuler.net/problem=139"
197 " Investigating the behaviour of a recursively defined sequence" 3285 " https://projecteuler.net/problem=197"
136 " Singleton difference" 3303 " https://projecteuler.net/problem=136"
162 " Hexadecimal numbers" 3365 " https://projecteuler.net/problem=162"
214 " Totient Chains" 3380 " https://projecteuler.net/problem=214"
138 " Special isosceles triangles" 3455 " https://projecteuler.net/problem=138"
130 " Composites with prime repunit property" 3464 " https://projecteuler.net/problem=130"
235 " An Arithmetic Geometric sequence" 3465 " https://projecteuler.net/problem=235"
142 " Perfect Square Collection" 3490 " https://projecteuler.net/problem=142"
127 " abc-hits" 3514 " https://projecteuler.net/problem=127"
144 " Investigating multiple reflections of a laser beam" 3527 " https://projecteuler.net/problem=144"
231 " The prime factorisation of binomial coefficients" 3544 " https://projecteuler.net/problem=231"
164 " Numbers for which no three consecutive digits have a sum greater than a given value" 3556 " https://projecteuler.net/problem=164"
106 " Special subset sums: meta-testing" 3606 " https://projecteuler.net/problem=106"
129 " Repunit divisibility" 3688 " https://projecteuler.net/problem=129"
174 " Counting the number of hollow square laminae that can form one two three ... distinct arrangements" 3752 " https://projecteuler.net/problem=174"
135 " Same differences" 3753 " https://projecteuler.net/problem=135"
132 " Large repunit factors" 3797 " https://projecteuler.net/problem=132"
118 " Pandigital prime sets" 3885 " https://projecteuler.net/problem=118"
188 " The hyperexponentiation of a number" 4140 " https://projecteuler.net/problem=188"
134 " Prime pair connection" 4190 " https://projecteuler.net/problem=134"
111 " Primes with runs" 4222 " https://projecteuler.net/problem=111"
131 " Prime cube partnership" 4396 " https://projecteuler.net/problem=131"
103 " Special subset sums: optimum" 4474 " https://projecteuler.net/problem=103"
122 " Efficient exponentiation" 4490 " https://projecteuler.net/problem=122"
191 " Prize Strings" 4501 " https://projecteuler.net/problem=191"
105 " Special subset sums: testing" 4545 " https://projecteuler.net/problem=105"
109 " Darts" 4658 " https://projecteuler.net/problem=109"
204 " Generalised Hamming Numbers" 4685 " https://projecteuler.net/problem=204"
110 " Diophantine reciprocals II" 4905 " https://projecteuler.net/problem=110"
88 " Product-sum numbers" 5357 " https://projecteuler.net/problem=88"
243 " Resilience" 5603 " https://projecteuler.net/problem=243"
173 " Using up to one million tiles how many different hollow square laminae can be formed?" 5740 " https://projecteuler.net/problem=173"
121 " Disc game prize fund" 5762 " https://projecteuler.net/problem=121"
203 " Squarefree Binomial Coefficients" 5770 " https://projecteuler.net/problem=203"
115 " Counting block combinations II" 5888 " https://projecteuler.net/problem=115"
90 " Cube digit pairs" 6178 " https://projecteuler.net/problem=90"
98 " Anagramic squares" 6211 " https://projecteuler.net/problem=98"
101 "Optimum polynomial" 6228 "https://projecteuler.net/problem=101"
114 " Counting block combinations I" 6410 " https://projecteuler.net/problem=114"
107 " Minimal network" 6505 " https://projecteuler.net/problem=107"
93 " Arithmetic expressions" 6518 " https://projecteuler.net/problem=93"
117 " Red green and blue tiles" 6545 " https://projecteuler.net/problem=117"
94 " Almost equilateral triangles" 6781 " https://projecteuler.net/problem=94"
113 " Non-bouncy numbers" 6809 " https://projecteuler.net/problem=113"
187 " Semiprimes" 6998 " https://projecteuler.net/problem=187"
84 " Monopoly odds" 7036 " https://projecteuler.net/problem=84"
116 " Red green or blue tiles" 7112 " https://projecteuler.net/problem=116"
123 " Prime square remainders" 7134 " https://projecteuler.net/problem=123"
179 " Consecutive positive divisors" 7148 " https://projecteuler.net/problem=179"
86 " Cuboid route" 7201 " https://projecteuler.net/problem=86"
119 " Digit power sum" 7285 " https://projecteuler.net/problem=119"
108 " Diophantine reciprocals I" 7842 " https://projecteuler.net/problem=108"
95 " Amicable chains" 8034 " https://projecteuler.net/problem=95"
125 " Palindromic sums" 8293 " https://projecteuler.net/problem=125"
120 " Square remainders" 8428 " https://projecteuler.net/problem=120"
124 " Ordered radicals" 8693 " https://projecteuler.net/problem=124"
91 " Right triangles with integer coordinates" 8953 " https://projecteuler.net/problem=91"
205 " Dice Game" 9114 " https://projecteuler.net/problem=205"
100 " Arranged probability" 9136 " https://projecteuler.net/problem=100"
78 " Coin partitions" 9409 " https://projecteuler.net/problem=78"
96 " Su Doku" 9688 " https://projecteuler.net/problem=96"
104 " Pandigital Fibonacci ends" 9804 " https://projecteuler.net/problem=104"
145 " How many reversible numbers are there below one-billion?" 9817 " https://projecteuler.net/problem=145"
75 " Singular integer right triangles" 10196 " https://projecteuler.net/problem=75"
83 " Path sum: four ways" 10490 " https://projecteuler.net/problem=83"
77 " Prime summations" 10772 " https://projecteuler.net/problem=77"
66 " Diophantine equation" 11071 " https://projecteuler.net/problem=66"
80 " Square root digital expansion" 11475 " https://projecteuler.net/problem=80"
68 " Magic 5-gon ring" 11725 " https://projecteuler.net/problem=68"
